,ASIN,Product Title,Product Description
35,B0CHX6M6C8,Apple iPhone 15 Pro (256 GB) - Black Titanium,"FORGED IN TITANIUM — iPhone 15 Pro has a strong and light aerospace-grade titanium design with a textured matte-glass back. It also features a Ceramic Shield front that’s tougher than any smartphone glass. And it’s splash, water, and dust resistant.
ADVANCED DISPLAY — The 6.1” Super Retina XDR display with ProMotion ramps up refresh rates to 120Hz when you need exceptional graphics performance. Dynamic Island bubbles up alerts and Live Notifications. Plus, with Always-On display, your Lock Screen stays glanceable, so you don’t have to tap it to stay in the know.
GAME-CHANGING A17 PRO CHIP — A Pro-class GPU makes mobile games feel so immersive, with rich environments and realistic characters. A17 Pro is also incredibly efficient and helps to deliver amazing all-day battery life.
POWERFUL PRO CAMERA SYSTEM — Get incredible framing flexibility with 7 pro lenses. Capture super high-resolution photos with more color and detail using the 48MP Main camera. And take sharper close-ups from farther away.
CUSTOMIZABLE ACTION BUTTON — Action button is a fast track to your favorite feature. Just set the one you want, like Silent mode, Camera, Voice Memo, Shortcut, and more. Then press and hold to launch the action.
"
36,B0CHX3RP9R,Apple iPhone 15 Pro (256 GB) - White Titanium,"FORGED IN TITANIUM — iPhone 15 Pro has a strong and light aerospace-grade titanium design with a textured matte-glass back. It also features a Ceramic Shield front that’s tougher than any smartphone glass. And it’s splash, water, and dust resistant.
ADVANCED DISPLAY — The 6.1” Super Retina XDR display with ProMotion ramps up refresh rates to 120Hz when you need exceptional graphics performance. Dynamic Island bubbles up alerts and Live Notifications. Plus, with Always-On display, your Lock Screen stays glanceable, so you don’t have to tap it to stay in the know.
GAME-CHANGING A17 PRO CHIP — A Pro-class GPU makes mobile games feel so immersive, with rich environments and realistic characters. A17 Pro is also incredibly efficient and helps to deliver amazing all-day battery life.
POWERFUL PRO CAMERA SYSTEM — Get incredible framing flexibility with 7 pro lenses. Capture super high-resolution photos with more color and detail using the 48MP Main camera. And take sharper close-ups from farther away.
CUSTOMIZABLE ACTION BUTTON — Action button is a fast track to your favorite feature. Just set the one you want, like Silent mode, Camera, Voice Memo, Shortcut, and more. Then press and hold to launch the action.
"
37,B08L5VXJ2V,Apple iPhone 12 (256GB) - (Product) RED,"6.1-inch (15.5 cm diagonal) Super Retina XDR display
Ceramic Shield, tougher than any smartphone glass
A14 Bionic chip, the fastest chip ever in a smartphone
Advanced dual-camera system with 12MP Ultra Wide and Wide cameras; Night mode, Deep Fusion, Smart HDR 3, 4K Dolby Vision HDR recording
12MP TrueDepth front camera with Night mode, 4K Dolby Vision HDR recording
Industry-leading IP68 water resistance
Supports MagSafe accessories for easy attach and faster wireless charging
iOS with redesigned widgets on the Home screen, all-new App Library, App Clips and more
"
38,B0C8VWNQBF,"itel A60s (4GB RAM + 64GB ROM, Up to 8GB RAM with Memory Fusion | 8MP AI Rear Camera | 5000mAh Battery with 10W Charging | Faceunlock & Fingerprint -Glacier Green","4GB RAM + 64GB ROM | Up to 8GB RAM with Memory Fusion
8MP AI Rear Camera | 5MP Front Camera
6.6inch HD+ IPS Display |Fingerprint Sensor | Face Unlock
5000mAh Battery
One Time Screen Replacement Within 100 Days
"
39,B0BDJ3R6QW,Apple iPhone 14 (512 GB) - Midnight,"15.40 cm (6.1-inch) Super Retina XDR display
Advanced camera system for better photos in any light
Cinematic mode now in 4K Dolby Vision up to 30 fps
Action mode for smooth, steady, handheld videos
Vital safety technology — Crash Detection calls for help when you can’t
All-day battery life and up to 20 hours of video playback
Industry-leading durability features with Ceramic Shield and water resistance
"
40,B0CHWZ86W2,Apple iPhone 15 Pro (256 GB) - Blue Titanium,"FORGED IN TITANIUM — iPhone 15 Pro has a strong and light aerospace-grade titanium design with a textured matte-glass back. It also features a Ceramic Shield front that’s tougher than any smartphone glass. And it’s splash, water, and dust resistant.
ADVANCED DISPLAY — The 6.1” Super Retina XDR display with ProMotion ramps up refresh rates to 120Hz when you need exceptional graphics performance. Dynamic Island bubbles up alerts and Live Notifications. Plus, with Always-On display, your Lock Screen stays glanceable, so you don’t have to tap it to stay in the know.
GAME-CHANGING A17 PRO CHIP — A Pro-class GPU makes mobile games feel so immersive, with rich environments and realistic characters. A17 Pro is also incredibly efficient and helps to deliver amazing all-day battery life.
POWERFUL PRO CAMERA SYSTEM — Get incredible framing flexibility with 7 pro lenses. Capture super high-resolution photos with more color and detail using the 48MP Main camera. And take sharper close-ups from farther away.
CUSTOMIZABLE ACTION BUTTON — Action button is a fast track to your favorite feature. Just set the one you want, like Silent mode, Camera, Voice Memo, Shortcut, and more. Then press and hold to launch the action.
"
41,B0C7QD7TD2,"Motorola razr 40 (Vanilla Cream, 8GB RAM, 256GB Storage) | External AMOLED Display | 6.9"" AMOLED 144Hz Display | 64MP Main Camera | Android 13","Main Camera - 64MP (f/1.7, 0.7μm or 16MP 1.4μm Quad Pixel) | OIS | Laser Autofocus + Ambient Light Sensor, Camera 2 - 13MP (f/2.2, 1.12μm) | Ultra wide/ macro | FOV 120°, Single LED flash
Display - Main display: 6.9"""" FHD+ pOLED display External display: 1.5"""" OLED display
Display Resolution - Main display: FHD+ (2640 x 1080) | 413ppi External display: 194 x 368 | 282ppi
Body - Corning Gorilla Glass Victus (external display cover） 7000 series aluminum (frame) Vegan leather (finishing), Battery 4200mAh non-removable
Snapdragon 7 Gen 1 Mobile Platform, Memory 8GB LPDDR4X, Storage 256GB built-in UFS 2.2
Front Camera 32MP selfie camera 32MP (f/2.4, 0.7μm or 1.4μm@8MP Quad Pixel) | Fixed focus | Display flash External display Main 64MP (f/1.7, 1/2"""", 0.7 or 1.4μm@16MP Quad Pixel) | AF | OIS | Laser Autofocus + Ambient Light Sensor Wide 13MP (f/2.2, 1/3"""", 1.12μm) | AF | Ultra wide | FOV 120°
"
42,B0CQPP73S8,"OnePlus 12 (Silky Black, 16 GB RAM, 512GB)","Pro-Level Hasselblad Camera System Primary: -50MP Sony's LYT-808 with OIS - 64 MP 3X Periscope Telephoto for studio-level portraits - 48 MP Ultra-wide 114° Fov
Elite, Long-lasting Performance - Qualcomm Snapdragon 8 Gen 3 Mobile Platform - Software-assisted platform for Optimization - Keep apps active for up to 72 hours without reloading - Up to 3 hours of heavy gaming
Pristine 2K Display with Aqua Touch: - 2K 120 Hz ProXDR Display with advanced LTPO for brighter, more vibrant visuals - Eye Care certified by TÜV Rheinland - Aqua Touch helps you stay swiping, even with wet hands
Operating System: OxygenOS based on Android 14
Ultra fast charging, unwired: - Amp up your power with the 5400 mAh battery, wired 100W SUPERVOOC - Ultra-fast 50W wireless charging - 19 hours of YouTube playback
Fast & Smooth for years: Ultra-flagship CPU and up to 16GB of LPDDR5X RAM Dual Cryo-velocity VC for significantly improved heat dissipation TÜV SÜD 48-Month Fluency Rating A & an improved Battery Health Engine
Smoother and more stable connectivity: Dual SIM Dual Active, WiFi 7 Ready, Enhanced Wi-Fi, Lower gaming latency, Reduced network recovery time.
"
43,B0C9QS5G2R,"OnePlus Nord CE 3 5G (Aqua Surge, 8GB RAM, 128GB Storage)","Camera: 50MP Main Camera with Sony IMX890 (OIS supported), 8MP Ultrawide Camera with Sony IMX355 (FOV: 112 degree) and 2MP Macro lens; 16MP Front (Selfie) Camera
Camera Features: Ultra Steady Mode, Dual-view Video, HDR, Nightscape, Portrait Mode, Video Portrait, Pano, Macro, Slo-mo, Time-lapse, Text-scanner, Retouching, Filters, Google Lens, Extra HD, Pro Mode
Display: 6.7 Inches; 120 Hz AMOLED FHD+, Resolution: 2412 x 1080 pixels; HDR 10+, sRGB, 10-bit Color Depth, 93.4% Screen to body ratio
Operating System: OxygenOS 13 based on Android 13.1
Processor: Qualcomm Snapdragon 782G Mobile Platform
"
44,B07WHQRN1B,"iQOO 12 5G (Legend, 16GB RAM, 512GB Storage) | India's 1st Snapdragon® 8 Gen 3 Mobile Platform | India's only Flagship with 50MP + 50MP + 64MP Camera","3.3 GHz Snapdragon 8 Gen 3 mobile platform, which is on 4nm TSMC Process. Enhanced graphic performance with Adreno 750. In addition to that, it has LPDRR5X RAM & UFS 4.0 storage.
50MP 1/1.3"" Astrography Camera (f/1.68) + 50MP Ultra - Wide Angle Camera (f/1.20) + 64MP 3X Periscope Telephoto Camera (f/2.57) with 100X Digital zoom.
Brightest Display ever with 6.78"" 144 Hz LTPO AMOLED display with 3000 nit peak brightness. SGS-certified for low blue light. 2160Hz PWM uses the persistence of human vision to control display brightness.
Supercomputing chip Q1, Symmetrical dual stereo speaker, 4D Game vibration, Large X-axis linear motor enhances the overall gaming experience.
Fully charged battery with 120W fast charger. IP64 rating provides ingress protection against dust/water under normal use. Funtouch OS 14 based on Android 14
"
45,B0C9J9CZR6,Redmi 12 5G Moonstone Silver 6GB RAM 128GB ROM,"Snapdragon 4 Gen 2 Mobile Platform : Power efficient 4nm architecture | 12GB of RAM including 6GB Virtual
Display: Large 17.24cm FHD+ 90Hz AdaptiveSync display with Corning Gorilla Glass 3 Protection
Camera: 50MP f/1.8 AI Dual camera with classic film filters, Film Frame, Portrait, Night Mode, 50MP mode, Time-lapse, Google lens | 8MP Selfie camera
5000mAh(typ) battery with 22.5W charger in-box
MIUI Dialer | MIUI 14 with Android 13 | Side fingerprint | IR blaster | 3.5mm Audio jack | IP53 rating
"
46,B0BDK2FSZ5,Apple iPhone 14 Plus (128 GB) - (Product) RED,"16.95 cm (6.7-inch) Super Retina XDR display
Advanced camera system for better photos in any light
Cinematic mode now in 4K Dolby Vision up to 30 fps
Action mode for smooth, steady, handheld videos
Vital safety technology — Crash Detection calls for help when you can’t
All-day battery life and up to 26 hours of video playback
Industry-leading durability features with Ceramic Shield and water resistance
"
47,B0CMZRL2SS,"TECNO Spark Go 2024 (Gravity Black,6GB* RAM, 64GB ROM)| Segment First 90Hz Dot-in Display with Dynamic Port & Dual Speakers with DTS| 5000mAh| 10W Type-C| Fingerprint Sensor| Octa-Core Processor","Looks for Function with Style: Segment first 6.56-inch Dot-in Display and Dynamic Port, the 90Hz refresh rate ensures a smooth scrolling experience.
""Bounce on Dual Stereo Speaker: Segment-first Dual Stereo Speakers equipped with DTS technology provide a fully immersive listening experience of up to 400%* volume than a single speaker. (*Basis internal test data under standard condition)""
Deserves a Best in Class Security: This device with Anti-oil Side Fingerprint Unlocking is built for comfort and efficiency, allowing you to easily unlock it, with a touch of your fingertip.
""Powered by Massive Storage: Capable of managing multiple applications and tasks simultaneously, with up to 6GB* of RAM & 64GB of ROM, It includes a dedicated SD card slot for up to 1TB expansion. (*With Memory Fusion)""
Thrive on Unbeatable Performance: Our Octa-Core T606 processor delivers lightning-fast performance, stepping in at an astonishing peak frequency, leaving no room for hanging or lagging complaints.
Captured in Magical Frames: 13MP dual camera with wide aperture and HDR for sharpness. 8MP selfie camera with beauty enhancements and dual flash for ideal lighting.
Fueled by Uninterrupted Power: Experience an endless realm of films and music with this massive 5000mAh battery. Boost your experience by using a versatile Type-C charger with 10W.
Beautifully crafted design: 8.55mm slim and bold flat design. Keep up with the latest industry trends. Its straight lines and rounded corners give it a tough and trendy look
"
48,B0CK4DWFCQ,"Realme C53 (Champion Gold, 6GB RAM, 128GB Storage)","Camera
"
49,B0CNX6WVG5,"Redmi 13C 5G (Startrail Green, 4GB RAM, 128GB Storage) | MediaTek Dimensity 6100+ 5G | 90Hz Display","Processor: Powerful MediaTek Dimensity 6100+ 5G SoC | 8GB of RAM including 4GB virtual | 6.74"" HD+ 90Hz display with Corning Gorilla Glass 3 Protection | 50MP AI Dual camera |Fast Side fingerprint | 5000mAh Battery
6.74"" HD+ 90Hz display with Corning Gorilla Glass 3 Protection, 600nits in High Brightness mode
50MP AI Dual camera with Primary sensor of f/1.8 (4-in-1 super pixel) with the following modes: Photo | Portrait | Night | Video | 50MP mode | Time-lapse | Classic film filters | Frame | HDR | Google lens | Voice Shutter |
"
50,B09G9BFKZN,Apple iPhone 13 (256GB) - Starlight,"15 cm (6.1-inch) Super Retina XDR display
Cinematic mode adds shallow depth of field and shifts focus automatically in your videos
Advanced dual-camera system with 12MP Wide and Ultra Wide cameras; Photographic Styles, Smart HDR 4, Night mode, 4K Dolby Vision HDR recording
12MP TrueDepth front camera with Night mode, 4K Dolby Vision HDR recording
A15 Bionic chip for lightning-fast performance
"
51,B0CQ7RQ5RK,"TECNO POP 8 (Gravity Black,(8GB*+64GB)| 90Hz Punch Hole Display with Dynamic Port & Dual Speakers with DTS| 5000mAh Battery |10W Type-C| Side Fingerprint Sensor| Octa-Core Processor","With up to a massive 8GB* of RAM & 64GB of ROM | Includes a dedicated SD card slot for up to 1TB expansion {*With Memory Fusion}
6.56-inch Dot-in Display | Dynamic Port to track all notifications | 90Hz refresh rate for smooth scrolling experience
Segment-first Dual Stereo Speakers equipped with DTS technology | Experience up to an impressive 400%* increase in volume, delivering a fully immersive sound {*Basis internal test data under standard condition}
Ultra-Fast Side Edge Fingerprint Sensor with Anti-oil | 0.2 sec Faster unlock | 0.65 sec Face unlock
Massive 5000mAh battery with our versatile Type-C charger featuring a 10W output | Improved Battery optimization
Robust Octa-Core T606 processor provides incredibly fast performance | Arm Cortex A-75 CPU| No Room for hanging complaints
12MP Dual Rear Camera f/1.85 Aperture | 8MP Dual Flashlight Front Camera f/2.0 Aperture| HDR Photography | Super Night Photography | AI Auto Scene Detection | Time-Lapse
8.55mm Ultra sleek design| Premium Dot-in style Front | Superior Texture
"
52,B0CNX6WVZF,"Redmi 13C 5G (Starlight Black, 6GB RAM, 128GB Storage) | MediaTek Dimensity 6100+ 5G | 90Hz Display","Processor: Powerful MediaTek Dimensity 6100+ 5G SoC | 12GB of RAM including 6GB virtual | 6.74"" HD+ 90Hz display with Corning Gorilla Glass 3 Protection | 50MP AI Dual camera |Fast Side fingerprint | 5000mAh Battery
6.74"" HD+ 90Hz display with Corning Gorilla Glass 3 Protection, 600nits in High Brightness mode
50MP AI Dual camera with Primary sensor of f/1.8 (4-in-1 super pixel) with the following modes: Photo | Portrait | Night | Video | 50MP mode | Time-lapse | Classic film filters | Frame | HDR | Google lens | Voice Shutter |
"
53,B0CMZRL2SS,"TECNO Spark Go 2024 (Gravity Black,6GB* RAM, 64GB ROM)| Segment First 90Hz Dot-in Display with Dynamic Port & Dual Speakers with DTS| 5000mAh| 10W Type-C| Fingerprint Sensor| Octa-Core Processor","Looks for Function with Style: Segment first 6.56-inch Dot-in Display and Dynamic Port, the 90Hz refresh rate ensures a smooth scrolling experience.
""Bounce on Dual Stereo Speaker: Segment-first Dual Stereo Speakers equipped with DTS technology provide a fully immersive listening experience of up to 400%* volume than a single speaker. (*Basis internal test data under standard condition)""
Deserves a Best in Class Security: This device with Anti-oil Side Fingerprint Unlocking is built for comfort and efficiency, allowing you to easily unlock it, with a touch of your fingertip.
""Powered by Massive Storage: Capable of managing multiple applications and tasks simultaneously, with up to 6GB* of RAM & 64GB of ROM, It includes a dedicated SD card slot for up to 1TB expansion. (*With Memory Fusion)""
Thrive on Unbeatable Performance: Our Octa-Core T606 processor delivers lightning-fast performance, stepping in at an astonishing peak frequency, leaving no room for hanging or lagging complaints.
Captured in Magical Frames: 13MP dual camera with wide aperture and HDR for sharpness. 8MP selfie camera with beauty enhancements and dual flash for ideal lighting.
Fueled by Uninterrupted Power: Experience an endless realm of films and music with this massive 5000mAh battery. Boost your experience by using a versatile Type-C charger with 10W.
Beautifully crafted design: 8.55mm slim and bold flat design. Keep up with the latest industry trends. Its straight lines and rounded corners give it a tough and trendy look
"
